Date,Open,High,Low,Close,Adj Close,Volume
2023-04-24,41.099998,41.180000,40.770000,41.049999,40.921040,885897
2023-04-25,41.049999,41.060001,39.880001,40.080002,39.954090,1117663
2023-04-26,40.000000,40.680000,39.029999,39.270000,39.146633,1460540
2023-04-27,39.209999,40.900002,39.209999,40.310001,40.183365,1737998
2023-04-28,40.459999,41.590000,40.419998,41.400002,41.269943,1779205
2023-05-02,40.830002,41.220001,39.950001,40.410000,40.283051,1506224
2023-05-03,40.369999,41.200001,40.020000,41.000000,40.871197,1089571
2023-05-04,41.020000,41.290001,39.150002,39.500000,39.375908,1279409
2023-05-05,39.419998,41.279999,39.419998,41.070000,40.940979,2010954
2023-05-08,41.150002,41.310001,39.720001,39.900002,39.774654,765905
2023-05-09,39.959999,40.380001,39.500000,40.259998,40.133518,921547
2023-05-10,40.250000,41.150002,40.040001,40.660000,40.532261,1841103
2023-05-11,40.250000,40.490002,39.619999,39.840000,39.714840,1529795
2023-05-12,40.009998,40.020000,39.259998,39.700001,39.575283,1185152
2023-05-15,39.709999,40.590000,39.290001,40.340000,40.213272,1341269
2023-05-16,40.150002,40.480000,39.869999,40.450001,40.322926,1344130
2023-05-17,40.250000,40.360001,39.400002,39.630001,39.505501,1274417
2023-05-18,39.720001,40.299999,39.330002,40.150002,40.023869,1047696
2023-05-19,40.180000,40.270000,38.910000,39.200001,39.076851,1215133
2023-05-22,39.130001,39.369999,38.000000,38.400002,38.279366,2048862
2023-05-23,38.549999,40.139999,38.310001,38.900002,38.777790,4180477
2023-05-24,38.880001,39.049999,37.740002,38.230000,38.109898,2528430
2023-05-25,38.240002,39.060001,37.849998,38.900002,38.777790,3200767
2023-05-26,38.939999,39.200001,38.310001,38.970001,38.847576,2028242
2023-05-29,38.750000,38.750000,37.509998,37.849998,37.731091,1653307
2023-05-30,37.939999,38.930000,37.470001,38.259998,38.139801,3507556
2023-05-31,38.119999,38.340000,36.400002,37.389999,37.272537,18936556
2023-06-01,37.139999,37.349998,36.590000,37.000000,36.883766,1176201
2023-06-02,37.040001,37.709999,36.820000,37.209999,37.093105,1295299
2023-06-05,37.340000,37.759998,36.910000,37.590000,37.471909,1139252
2023-06-06,37.520000,39.340000,37.500000,39.020000,38.897423,4728718
2023-06-07,39.049999,39.220001,37.540001,37.700001,37.581562,3546563
2023-06-08,37.970001,38.380001,37.200001,38.150002,38.030155,1801803
2023-06-09,38.139999,38.250000,37.049999,37.759998,37.641373,2776228
2023-06-12,37.759998,37.970001,37.279999,37.459999,37.342319,1031308
2023-06-13,37.680000,37.959999,37.459999,37.630001,37.511787,980182
2023-06-14,37.840000,38.380001,37.700001,38.169998,38.050083,2205035
2023-06-15,38.220001,38.660000,37.900002,38.139999,38.020180,1039573
2023-06-16,38.330002,38.580002,37.779999,38.430000,38.309269,4482512
2023-06-19,38.740002,38.869999,38.290001,38.590000,38.468769,257973
2023-06-20,38.279999,38.349998,37.270000,37.500000,37.382191,1003962
2023-06-21,37.500000,37.500000,36.520000,36.529999,36.415241,1655152
2023-06-22,36.590000,36.990002,36.060001,36.700001,36.584705,1194421
2023-06-23,36.770000,36.880001,36.020000,36.500000,36.385338,1137181
2023-06-26,36.369999,36.650002,36.060001,36.410000,36.295620,1407659
2023-06-27,36.369999,37.599998,36.349998,36.820000,36.704330,2138449
2023-06-28,36.799999,37.000000,36.099998,36.610001,36.526188,2050263
2023-06-29,36.650002,37.009998,36.470001,36.520000,36.436394,856837
2023-06-30,36.590000,37.110001,36.369999,36.650002,36.566097,2036078
2023-07-03,36.980000,37.529999,36.680000,37.270000,37.184681,517509
2023-07-04,37.340000,37.430000,36.810001,36.950001,36.865414,222571
2023-07-05,37.290001,37.439999,36.680000,37.400002,37.314384,1615084
2023-07-06,37.180000,37.980000,36.509998,37.459999,37.374245,2844970
2023-07-07,37.590000,38.139999,36.990002,37.840000,37.753376,1909040
2023-07-10,37.430000,38.669998,37.349998,38.189999,38.102570,3439684
2023-07-11,38.369999,38.630001,38.180000,38.459999,38.371952,1233587
2023-07-12,38.209999,39.410000,38.209999,39.049999,38.960602,1988334
2023-07-13,39.049999,40.000000,39.049999,39.790001,39.698910,1234663
2023-07-14,39.570000,39.570000,38.730000,39.040001,38.950626,981987
2023-07-17,39.139999,39.139999,37.970001,38.009998,37.922981,1389248
2023-07-18,38.790001,38.790001,37.650002,38.439999,38.352001,1508889
2023-07-19,38.330002,38.680000,37.560001,37.740002,37.653603,2321011
2023-07-20,38.049999,38.169998,37.630001,38.090000,38.002804,1904545
2023-07-21,38.139999,38.430000,37.980000,38.189999,38.102570,546295
2023-07-24,38.009998,38.660000,37.790001,38.549999,38.461746,2132922
2023-07-25,38.599998,39.360001,38.549999,39.250000,39.160149,2202939
2023-07-26,39.240002,39.889999,39.200001,39.709999,39.619091,1546950
2023-07-27,39.209999,39.209999,37.930000,38.000000,37.913006,2550279
2023-07-28,38.009998,38.349998,37.779999,37.980000,37.893055,2054385
2023-07-31,38.029999,38.250000,37.750000,38.029999,37.942936,2642138
2023-08-01,37.860001,37.970001,37.240002,37.500000,37.414150,1709796
2023-08-02,37.080002,37.380001,36.750000,36.889999,36.805550,2126866
2023-08-03,36.689999,37.790001,36.599998,37.500000,37.414150,1311843
